Gene_stable_ID	Gene_description	Gene_name
AAEL005527-RA	Probable exonuclease mut-7 homolog (EC 3.1.-.-)(Exonuclease 3'-5' domain-containing protein 3 homolog) [Source:VB Community Annotation]	""
AAEL012226-RA	""	""
AAEL021045-RA	""	""
AAEL027369-RA	""	""
AAEL022654-RA	""	""
AAEL000013-RB	peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:VB Community Annotation]	""
AAEL023054-RA	""	""
AAEL004050-RA	diphosphomevalonate decarboxylase [Source:VB Community Annotation]	""
AAEL023350-RA	""	""
AAEL019759-RA	""	""
AAEL023533-RA	""	""
AAEL024674-RA	""	""
AAEL022708-RA	Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL;Acc:Q17N54]	""
AAEL020791-RA	""	""
AAEL004287-RA	fas-associated protein [Source:VB Community Annotation]	""
AAEL006011-RA	""	""
AAEL022023-RA	""	""
AAEL000510-RA	""	""
AAEL000510-RB	""	""
AAEL007317-RB	""	""
AAEL007317-RC	""	""
AAEL007317-RD	""	""
AAEL007317-RE	""	""
AAEL024453-RA	""	""
AAEL012134-RC	pur-alpha [Source:VB Community Annotation]	""
AAEL012134-RF	pur-alpha [Source:VB Community Annotation]	""
AAEL012134-RE	pur-alpha [Source:VB Community Annotation]	""
AAEL012134-RB	pur-alpha [Source:VB Community Annotation]	""
AAEL012134-RD	pur-alpha [Source:VB Community Annotation]	""
AAEL012134-RG	pur-alpha [Source:VB Community Annotation]	""
AAEL012134-RA	pur-alpha [Source:VB Community Annotation]	""
AAEL023212-RA	""	""
AAEL011371-RA	""	""
AAEL012610-RA	""	""
AAEL021294-RA	""	""
AAEL028225-RA	""	""
AAEL023764-RA	""	""
AAEL026919-RA	""	""
AAEL022351-RA	""	""
AAEL012035-RA	vacuolar ATP synthase subunit e [Source:VB Community Annotation]	""
AAEL024725-RA	""	""
AAEL018107-RB	""	""
AAEL020816-RA	""	""
AAEL027333-RA	""	""
AAEL020112-RA	""	""
AAEL020112-RB	""	""
AAEL020112-RC	""	""
AAEL020112-RD	""	""
AAEL020112-RE	""	""
AAEL020112-RF	""	""
AAEL020112-RG	""	""
AAEL001601-RC	""	""
AAEL001601-RB	""	""
AAEL001601-RA	""	""
AAEL001601-RD	""	""
AAEL006446-RA	trehalose-6-phosphate synthase [Source:VB Community Annotation]	""
AAEL021907-RA	""	""
AAEL009400-RD	ccr4-associated factor [Source:VB Community Annotation]	""
AAEL009400-RE	ccr4-associated factor [Source:VB Community Annotation]	""
AAEL009400-RF	ccr4-associated factor [Source:VB Community Annotation]	""
AAEL008588-RA	Innexin [Source:UniProtKB/TrEMBL;Acc:Q16YE3]	inx7
AAEL023885-RA	""	""
AAEL002904-RA	juvenile hormone-inducible protein, putative [Source:VB Community Annotation]	""
AAEL023278-RA	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	""
AAEL004125-RB	signal transduction protein lnk-realted [Source:VB Community Annotation]	""
AAEL004125-RC	signal transduction protein lnk-realted [Source:VB Community Annotation]	""
AAEL004125-RD	signal transduction protein lnk-realted [Source:VB Community Annotation]	""
AAEL004125-RE	signal transduction protein lnk-realted [Source:VB Community Annotation]	""
AAEL004125-RF	signal transduction protein lnk-realted [Source:VB Community Annotation]	""
AAEL005515-RJ	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	""
AAEL005515-RM	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	""
AAEL005515-RF	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	""
AAEL005515-RL	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	""
AAEL005515-RK	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	""
AAEL005515-RH	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	""
AAEL005515-RI	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	""
AAEL005515-RG	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	""
AAEL024823-RA	""	""
AAEL020553-RA	""	""
AAEL008665-RB	""	""
AAEL022408-RA	""	""
AAEL014254-RA	""	""
AAEL008595-RC	Protein maelstrom homolog [Source:UniProtKB/Swiss-Prot;Acc:Q16YA8]	mael
AAEL008595-RD	Protein maelstrom homolog [Source:UniProtKB/Swiss-Prot;Acc:Q16YA8]	mael
AAEL006762-RA	""	""
AAEL006762-RB	""	""
AAEL001029-RA	""	""
AAEL024822-RA	""	""
AAEL013715-RA	trypsin [Source:VB Community Annotation]	""
AAEL004513-RB	neurotransmitter gated ion channel [Source:VB Community Annotation]	""
AAEL006788-RA	replication factor C, 37-kDa subunit, putative [Source:VB Community Annotation]	""
AAEL019816-RA	""	""
AAEL025558-RA	""	""
AAEL001651-RC	""	""
AAEL001651-RB	""	""
AAEL001651-RD	""	""
AAEL001651-RA	""	""
AAEL027413-RA	""	""
AAEL024268-RA	""	""
AAEL024268-RB	""	""
AAEL024268-RC	""	""
AAEL024268-RD	""	""
AAEL028235-RA	""	""
AAEL028235-RB	""	""
AAEL028235-RC	""	""
AAEL028235-RD	""	""
AAEL028235-RE	""	""
AAEL023155-RA	""	""
AAEL020269-RA	""	""
AAEL025373-RA	""	""
AAEL024440-RA	""	""
AAEL006016-RA	""	""
AAEL024773-RA	""	""
AAEL025228-RA	""	""
AAEL025228-RB	""	""
AAEL025228-RC	""	""
AAEL025228-RD	""	""
AAEL025228-RE	""	""
AAEL025228-RF	""	""
AAEL025228-RG	""	""
AAEL025228-RH	""	""
AAEL025228-RI	""	""
AAEL006739-RA	adult cuticle protein, putative [Source:VB Community Annotation]	""
AAEL026948-RA	""	""
AAEL022990-RA	""	""
AAEL026177-RA	""	""
AAEL007986-RA	""	""
AAEL027163-RA	""	""
AAEL026154-RA	""	""
AAEL011254-RB	""	""
AAEL011254-RA	""	""
AAEL011254-RC	""	""
AAEL011254-RF	""	""
AAEL011254-RD	""	""
AAEL011254-RG	""	""
AAEL011254-RH	""	""
AAEL011254-RE	""	""
AAEL020788-RA	""	""
AAEL006966-RF	vitellogenin, putative [Source:VB Community Annotation]	""
AAEL006966-RG	vitellogenin, putative [Source:VB Community Annotation]	""
AAEL006966-RH	vitellogenin, putative [Source:VB Community Annotation]	""
AAEL006966-RI	vitellogenin, putative [Source:VB Community Annotation]	""
AAEL006966-RJ	vitellogenin, putative [Source:VB Community Annotation]	""
AAEL006966-RK	vitellogenin, putative [Source:VB Community Annotation]	""
AAEL002371-RC	""	""
AAEL002371-RD	""	""
AAEL002371-RE	""	""
AAEL023369-RA	""	""
AAEL025287-RA	""	""
AAEL012041-RB	sulphate transporter [Source:VB Community Annotation]	""
AAEL012041-RC	sulphate transporter [Source:VB Community Annotation]	""
AAEL012041-RD	sulphate transporter [Source:VB Community Annotation]	""
AAEL012041-RE	sulphate transporter [Source:VB Community Annotation]	""
AAEL012041-RF	sulphate transporter [Source:VB Community Annotation]	""
AAEL012041-RG	sulphate transporter [Source:VB Community Annotation]	""
AAEL004843-RB	actin [Source:VB Community Annotation]	""
AAEL004843-RC	actin [Source:VB Community Annotation]	""
AAEL019566-RA	""	""
AAEL019566-RB	""	""
AAEL019566-RC	""	""
AAEL019566-RD	""	""
AAEL019566-RE	""	""
AAEL019566-RF	""	""
AAEL019566-RG	""	""
AAEL004913-RF	ADP-ribosylation factor 3 [Source:VB Community Annotation]	Arf3
AAEL004913-RD	ADP-ribosylation factor 3 [Source:VB Community Annotation]	Arf3
AAEL004913-RJ	ADP-ribosylation factor 3 [Source:VB Community Annotation]	Arf3
AAEL004913-RA	ADP-ribosylation factor 3 [Source:VB Community Annotation]	Arf3
AAEL004913-RH	ADP-ribosylation factor 3 [Source:VB Community Annotation]	Arf3
AAEL004913-RG	ADP-ribosylation factor 3 [Source:VB Community Annotation]	Arf3
AAEL004913-RC	ADP-ribosylation factor 3 [Source:VB Community Annotation]	Arf3
AAEL004913-RB	ADP-ribosylation factor 3 [Source:VB Community Annotation]	Arf3
AAEL004913-RE	ADP-ribosylation factor 3 [Source:VB Community Annotation]	Arf3
AAEL004913-RI	ADP-ribosylation factor 3 [Source:VB Community Annotation]	Arf3
AAEL011745-RA	trisn small nuclear ribonucleoprotein, putative [Source:VB Community Annotation]	""
AAEL011012-RB	Septin [Source:UniProtKB/TrEMBL;Acc:A0A1S4FS27]	""
AAEL011012-RA	Septin [Source:UniProtKB/TrEMBL;Acc:A0A1S4FS27]	""
AAEL020980-RA	""	""
AAEL023363-RA	""	""
AAEL021193-RA	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	""
AAEL010474-RA	""	""
AAEL021539-RA	""	""
AAEL021539-RB	""	""
AAEL019879-RA	""	""
AAEL019879-RB	""	""
AAEL019879-RC	""	""
AAEL015110-RB	dipeptidyl-peptidase [Source:VB Community Annotation]	""
AAEL015110-RC	dipeptidyl-peptidase [Source:VB Community Annotation]	""
AAEL015110-RD	dipeptidyl-peptidase [Source:VB Community Annotation]	""
AAEL015110-RE	dipeptidyl-peptidase [Source:VB Community Annotation]	""
AAEL001054-RB	glutathione S-transferase (GSTD4) [Source:VB Community Annotation]	GSTD4
AAEL015347-RA	""	""
AAEL007940-RD	gustatory receptor Gr77 [Source:VB Community Annotation]	Gr77
AAEL007940-RA	gustatory receptor Gr77 [Source:VB Community Annotation]	Gr77
AAEL007940-RB	gustatory receptor Gr77 [Source:VB Community Annotation]	Gr77
AAEL007940-RE	gustatory receptor Gr77 [Source:VB Community Annotation]	Gr77
AAEL007940-RC	gustatory receptor Gr77 [Source:VB Community Annotation]	Gr77
AAEL026083-RA	""	""
AAEL026363-RA	""	""
AAEL012109-RB	sucrose transport protein [Source:VB Community Annotation]	""
AAEL026594-RA	""	""
AAEL006785-RB	60S ribosomal protein L18a [Source:UniProtKB/TrEMBL;Acc:Q174U3]	RpL18a
AAEL022714-RA	""	""
AAEL024203-RA	""	""
AAEL008190-RA	bhlh factor math6 (atoh8 protein) (bhlh transcription factor) [Source:VB Community Annotation]	""
AAEL026954-RA	""	""
AAEL025141-RA	""	""
AAEL011563-RB	""	""
AAEL011563-RC	""	""
AAEL025191-RA	""	""
AAEL025191-RB	""	""
AAEL026257-RA	""	""
AAEL007169-RB	allatostatin receptor [Source:VB Community Annotation]	""
AAEL008275-RA	""	""
AAEL008275-RB	""	""
AAEL019823-RA	""	""
AAEL008130-RB	""	""
AAEL019446-RA	""	""
AAEL009877-RB	amyloid binding protein [Source:VB Community Annotation]	""
AAEL003183-RA	oxidoreductase [Source:VB Community Annotation]	""
AAEL022012-RA	""	""
AAEL012658-RB	rgs-gaip interacting protein gipc [Source:VB Community Annotation]	""
AAEL012658-RC	rgs-gaip interacting protein gipc [Source:VB Community Annotation]	""
AAEL012658-RD	rgs-gaip interacting protein gipc [Source:VB Community Annotation]	""
AAEL012658-RE	rgs-gaip interacting protein gipc [Source:VB Community Annotation]	""
AAEL012658-RF	rgs-gaip interacting protein gipc [Source:VB Community Annotation]	""
AAEL012658-RG	rgs-gaip interacting protein gipc [Source:VB Community Annotation]	""
AAEL012658-RH	rgs-gaip interacting protein gipc [Source:VB Community Annotation]	""
AAEL022421-RA	""	""
AAEL005635-RB	nucleoporin [Source:VB Community Annotation]	""
AAEL005635-RA	nucleoporin [Source:VB Community Annotation]	""
AAEL001795-RA	orfY, putative [Source:VB Community Annotation]	""
AAEL012853-RA	""	""
AAEL021988-RA	""	""
AAEL003366-RA	DNA-J, putative [Source:VB Community Annotation]	""
AAEL021421-RA	""	""
AAEL003318-RA	oligopeptide transporter [Source:VB Community Annotation]	""
AAEL000417-RB	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL000417-RC	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL000417-RD	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL000417-RE	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL000417-RF	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL000417-RG	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL000417-RH	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL000417-RI	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL000417-RJ	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL000417-RK	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL000417-RL	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL000417-RM	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL000417-RN	monocarboxylate transporter [Source:VB Community Annotation]	""
AAEL025820-RA	""	""
AAEL002504-RB	ATP synthase delta chain, mitochondrial [Source:VB Community Annotation]	""
AAEL005001-RB	aquaporin [Source:VB Community Annotation]	""
AAEL005001-RC	aquaporin [Source:VB Community Annotation]	""
AAEL005001-RA	aquaporin [Source:VB Community Annotation]	""
AAEL021323-RA	""	""
AAEL026847-RA	""	""
AAEL026092-RA	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]	""
AAEL000226-RA	""	""
AAEL027139-RA	""	""
AAEL019452-RA	""	""
AAEL019452-RB	""	""
AAEL019452-RC	""	""
AAEL005633-RA	""	""
AAEL020186-RA	""	""
AAEL020186-RB	""	""
AAEL026350-RA	""	""
AAEL006498-RA	long wavelength sensitive opsin [Source:VB Community Annotation]	GPROP1
AAEL020522-RA	""	""
AAEL020522-RB	""	""
AAEL020522-RC	""	""
AAEL010373-RJ	dullard protein [Source:VB Community Annotation]	""
AAEL010373-RD	dullard protein [Source:VB Community Annotation]	""
AAEL010373-RL	dullard protein [Source:VB Community Annotation]	""
AAEL010373-RB	dullard protein [Source:VB Community Annotation]	""
AAEL010373-RF	dullard protein [Source:VB Community Annotation]	""
AAEL010373-RG	dullard protein [Source:VB Community Annotation]	""
AAEL010373-RH	dullard protein [Source:VB Community Annotation]	""
AAEL010373-RC	dullard protein [Source:VB Community Annotation]	""
AAEL010373-RE	dullard protein [Source:VB Community Annotation]	""
AAEL010373-RA	dullard protein [Source:VB Community Annotation]	""
AAEL010373-RK	dullard protein [Source:VB Community Annotation]	""
AAEL010373-RI	dullard protein [Source:VB Community Annotation]	""
AAEL007712-RB	tuberous sclerosis 2 [Source:VB Community Annotation]	Tsc2
AAEL007712-RA	tuberous sclerosis 2 [Source:VB Community Annotation]	Tsc2
AAEL021889-RA	""	""
AAEL004894-RA	""	""
AAEL011740-RA	""	""
AAEL009727-RB	""	""
AAEL009727-RC	""	""
AAEL025690-RA	""	""
AAEL001831-RA	DNA-directed RNA polymerase II [Source:VB Community Annotation]	""
AAEL012011-RA	nedd8-conjugating enzyme nce2 [Source:VB Community Annotation]	""
AAEL018276-RA	""	""
AAEL021066-RA	""	""
AAEL026223-RA	""	""
AAEL015149-RA	""	""
AAEL006538-RD	peroxisomal membrane protein 2, pxmp2 [Source:VB Community Annotation]	""
AAEL006538-RE	peroxisomal membrane protein 2, pxmp2 [Source:VB Community Annotation]	""
AAEL006538-RF	peroxisomal membrane protein 2, pxmp2 [Source:VB Community Annotation]	""
AAEL006538-RG	peroxisomal membrane protein 2, pxmp2 [Source:VB Community Annotation]	""
AAEL006538-RH	peroxisomal membrane protein 2, pxmp2 [Source:VB Community Annotation]	""
AAEL011277-RB	apoptosis stimulating of P53 [Source:VB Community Annotation]	""
AAEL011277-RC	apoptosis stimulating of P53 [Source:VB Community Annotation]	""
AAEL025371-RA	""	""
AAEL025090-RA	""	""
AAEL008553-RA	""	""
AAEL003679-RA	""	""
AAEL017311-RA	""	""
AAEL013218-RA	thiamine transporter [Source:VB Community Annotation]	""
AAEL025240-RA	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]	""
AAEL022746-RA	""	""
AAEL010634-RA	""	""
AAEL000357-RA	cytochrome P450 [Source:VB Community Annotation]	CYP325S3
AAEL020856-RA	""	""
AAEL001817-RA	""	""
AAEL028209-RA	""	""
AAEL020428-RA	""	""
AAEL017104-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9HGP5]	Or121
AAEL021000-RA	""	""
AAEL007719-RB	rhombotin [Source:VB Community Annotation]	""
AAEL007719-RC	rhombotin [Source:VB Community Annotation]	""
AAEL007719-RD	rhombotin [Source:VB Community Annotation]	""
AAEL007719-RE	rhombotin [Source:VB Community Annotation]	""
AAEL007719-RF	rhombotin [Source:VB Community Annotation]	""
AAEL027338-RA	""	""
AAEL027338-RB	""	""
AAEL027338-RC	""	""
AAEL026478-RA	""	""
AAEL022017-RA	""	""
AAEL022623-RA	""	""
AAEL026825-RA	""	""
AAEL026825-RB	""	""
AAEL026825-RC	""	""
AAEL013989-RA	protein translocation complex beta subunit, putative [Source:VB Community Annotation]	""
AAEL017400-RB	""	""
AAEL017400-RC	""	""
AAEL007799-RC	regulator of chromosome condensation [Source:VB Community Annotation]	""
AAEL007799-RD	regulator of chromosome condensation [Source:VB Community Annotation]	""
AAEL020724-RA	""	""
AAEL003399-RB	cytochrome P450 [Source:VB Community Annotation]	CYP4H30
AAEL000115-RA	""	""
AAEL008063-RB	""	""
AAEL007812-RA	cytochrome P450 [Source:VB Community Annotation]	CYP4H32
AAEL023895-RA	""	""
AAEL023895-RB	""	""
AAEL023895-RC	""	""
AAEL023895-RD	""	""
AAEL023895-RE	""	""
AAEL023895-RF	""	""
AAEL023895-RG	""	""
AAEL028238-RA	""	""
AAEL027286-RA	""	""
AAEL007773-RA	""	""
AAEL014021-RA	mediator of RNA polymerase II transcription subunit 23 (Med23) [Source:VB Community Annotation]	Med23
AAEL023479-RA	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]	""
AAEL005035-RA	1,4-dihydroxy-2-naphthoate octaprenyltransferase [Source:UniProtKB/TrEMBL;Acc:Q17BA9]	""
AAEL004416-RB	histone deacetylase [Source:VB Community Annotation]	""
AAEL004416-RC	histone deacetylase [Source:VB Community Annotation]	""
AAEL019943-RA	""	""
AAEL019943-RB	""	""
AAEL009911-RA	rotamase [Source:VB Community Annotation]	""
AAEL025607-RA	""	""
AAEL025607-RB	""	""
AAEL025607-RC	""	""
AAEL000859-RA	""	""
AAEL021716-RA	""	""
AAEL019445-RA	""	""
AAEL019445-RB	""	""
AAEL007869-RA	""	""
AAEL007869-RB	""	""
AAEL026857-RA	""	""
AAEL022347-RA	""	""
AAEL004674-RA	pupal cuticle protein 78E, putative [Source:VB Community Annotation]	""
AAEL011691-RA	""	""
AAEL024817-RA	""	""
AAEL004098-RB	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RC	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RD	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RE	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RF	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RG	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RH	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RI	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RJ	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RK	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RL	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RM	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RN	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RO	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RP	neuromusculin [Source:VB Community Annotation]	""
AAEL004098-RQ	neuromusculin [Source:VB Community Annotation]	""
AAEL003345-RA	argininosuccinate lyase [Source:VB Community Annotation]	""
AAEL023137-RA	""	""
AAEL022818-RA	""	""
AAEL021731-RA	""	""
AAEL000871-RA	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q17MY8]	""
AAEL027690-RA	""	""
AAEL024752-RA	""	""
AAEL020950-RA	""	""
AAEL020950-RB	""	""
AAEL021718-RA	""	""
AAEL000885-RB	cytoplasmic dynein heavy chain [Source:VB Community Annotation]	""
AAEL020832-RA	""	""
AAEL026869-RA	""	""
AAEL001435-RA	spaetzle-like cytokine [Source:VB Community Annotation]	SPZ2
AAEL008283-RB	""	""
AAEL023209-RA	Mitochondrial ribosomal protein L52 [Source:UniProtKB/TrEMBL;Acc:Q1HQF0]	""
AAEL022156-RA	""	""
AAEL020384-RA	""	""
AAEL006514-RB	sodium-dependent phosphate transporter [Source:VB Community Annotation]	""
AAEL006514-RC	sodium-dependent phosphate transporter [Source:VB Community Annotation]	""
AAEL006514-RD	sodium-dependent phosphate transporter [Source:VB Community Annotation]	""
AAEL006514-RE	sodium-dependent phosphate transporter [Source:VB Community Annotation]	""
AAEL006514-RF	sodium-dependent phosphate transporter [Source:VB Community Annotation]	""
AAEL006514-RG	sodium-dependent phosphate transporter [Source:VB Community Annotation]	""
AAEL006514-RH	sodium-dependent phosphate transporter [Source:VB Community Annotation]	""
AAEL005469-RB	""	""
AAEL008010-RB	sidestep protein [Source:VB Community Annotation]	""
AAEL008010-RC	sidestep protein [Source:VB Community Annotation]	""
AAEL007368-RA	""	""
AAEL025438-RA	""	""
AAEL024183-RA	""	""
AAEL023429-RA	""	""
AAEL013635-RA	""	""
AAEL013635-RB	""	""
AAEL013635-RC	""	""
AAEL008497-RA	""	""
AAEL008497-RB	""	""
AAEL019856-RA	""	""
AAEL026462-RA	""	""
AAEL022473-RA	""	""
AAEL012509-RA	Carboxylic ester hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWG0]	""
AAEL027347-RA	""	""
AAEL010296-RA	carboxylase:pyruvate/acetyl-coa/propionyl-coa [Source:VB Community Annotation]	""
AAEL018200-RB	""	""
AAEL018200-RA	""	""
AAEL007034-RA	""	""
AAEL004168-RB	syntaxin [Source:VB Community Annotation]	""
AAEL004168-RA	syntaxin [Source:VB Community Annotation]	""
AAEL001277-RB	arf GTPase-activating protein [Source:VB Community Annotation]	""
AAEL001277-RC	arf GTPase-activating protein [Source:VB Community Annotation]	""
AAEL012726-RB	""	""
AAEL012726-RA	""	""
AAEL021392-RA	""	""
AAEL014344-RA	adam (a disintegrin and metalloprotease) [Source:VB Community Annotation]	""
AAEL014344-RD	adam (a disintegrin and metalloprotease) [Source:VB Community Annotation]	""
AAEL014344-RB	adam (a disintegrin and metalloprotease) [Source:VB Community Annotation]	""
AAEL014344-RC	adam (a disintegrin and metalloprotease) [Source:VB Community Annotation]	""
AAEL023215-RA	""	""
AAEL003555-RA	ribosome biogenesis protein [Source:VB Community Annotation]	""
AAEL013074-RB	adenylyl cyclase-associated protein [Source:VB Community Annotation]	""
AAEL013074-RC	adenylyl cyclase-associated protein [Source:VB Community Annotation]	""
AAEL023029-RA	""	""
AAEL006232-RB	GPCR Orphan/Putative Class D Family [Source:VB Community Annotation]	GPRNND3
AAEL025610-RA	""	""
AAEL001181-RB	""	""
AAEL022064-RA	""	""
AAEL002022-RA	protein serine/threonine kinase, putative [Source:VB Community Annotation]	""
AAEL021240-RA	""	""
AAEL020929-RA	""	""
AAEL004757-RA	cleavage and polyadenylation specificity factor [Source:VB Community Annotation]	""
AAEL021344-RA	""	""
AAEL017335-RB	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]	GPRGHP2
AAEL017335-RC	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]	GPRGHP2
AAEL017335-RD	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]	GPRGHP2
AAEL023755-RA	""	""
AAEL003999-RB	hyperpolarization activated cyclic nucleotide-gated potassium channel [Source:VB Community Annotation]	""
AAEL001626-RA	zinc/iron transporter [Source:VB Community Annotation]	""
AAEL023736-RA	""	""
AAEL023736-RB	""	""
AAEL023736-RC	""	""
AAEL023294-RA	""	""
AAEL026163-RA	""	""
AAEL014386-RB	clip-domain serine protease, putative [Source:VB Community Annotation]	""
AAEL002687-RA	sterol carrier protein-2, putative [Source:VB Community Annotation]	""
AAEL000725-RB	""	""
AAEL000725-RC	""	""
AAEL009609-RA	target of poxn [Source:VB Community Annotation]	""
AAEL023956-RA	""	""
AAEL010619-RA	""	""
AAEL023344-RA	""	""
AAEL027294-RA	""	""
AAEL014628-RA	""	""
AAEL028171-RA	""	""
AAEL002979-RA	""	""
AAEL019540-RA	""	""
AAEL019540-RB	""	""
AAEL025839-RA	""	""
AAEL002229-RA	cuticle protein, putative [Source:VB Community Annotation]	""
AAEL024550-RA	""	""
AAEL003398-RB	""	""
AAEL003398-RC	""	""
AAEL003398-RD	""	""
AAEL003398-RE	""	""
AAEL018333-RB	""	""
AAEL018333-RC	""	""
AAEL018333-RD	""	""
AAEL018333-RE	""	""
AAEL001098-RA	clip-domain serine protease, putative [Source:VB Community Annotation]	""
AAEL007351-RA	""	""
AAEL002916-RA	""	""
AAEL005109-RB	WD-repeat protein [Source:VB Community Annotation]	""
AAEL005109-RA	WD-repeat protein [Source:VB Community Annotation]	""
AAEL002610-RA	serine protease [Source:VB Community Annotation]	""
AAEL014408-RC	m-phase inducer phosphatase(cdc25) [Source:VB Community Annotation]	""
AAEL024746-RA	""	""
AAEL024746-RB	""	""
AAEL024746-RC	""	""
AAEL027836-RA	""	""
AAEL026651-RA	""	""
AAEL026651-RB	""	""
AAEL000800-RA	microsomal dipeptidase [Source:VB Community Annotation]	""
AAEL013617-RA	chimerin (rho- GTPase-activating protein) [Source:VB Community Annotation]	""
AAEL024333-RA	""	""
AAEL011053-RA	""	""
AAEL011053-RB	""	""
AAEL020504-RA	""	""
AAEL013138-RA	""	""
AAEL009042-RB	ubiquitin fusion degradaton protein [Source:VB Community Annotation]	""
AAEL009042-RC	ubiquitin fusion degradaton protein [Source:VB Community Annotation]	""
AAEL023817-RA	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]	""
AAEL024613-RA	""	""
AAEL024613-RB	""	""
AAEL009881-RA	dynein heavy chain [Source:VB Community Annotation]	""
AAEL009704-RB	""	""
AAEL009704-RA	""	""
AAEL009704-RC	""	""
AAEL009704-RH	""	""
AAEL009704-RJ	""	""
AAEL009704-RK	""	""
AAEL009704-RE	""	""
AAEL009704-RI	""	""
AAEL009704-RD	""	""
AAEL009704-RG	""	""
AAEL009704-RF	""	""
AAEL002463-RB	""	""
AAEL018022-RA	""	""
AAEL018022-RG	""	""
AAEL018022-RC	""	""
AAEL018022-RE	""	""
AAEL018022-RF	""	""
AAEL018022-RB	""	""
AAEL018022-RD	""	""
AAEL025236-RA	""	""
AAEL004820-RB	zinc finger protein [Source:VB Community Annotation]	""
AAEL025357-RA	""	""
AAEL023998-RA	""	""
AAEL022852-RA	""	""
AAEL023238-RA	""	""
AAEL025225-RA	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]	""
AAEL011866-RA	DNA-directed RNA polymerase III 25 kDa polypeptide [Source:VB Community Annotation]	""
AAEL026264-RA	""	""
AAEL006480-RA	""	""
AAEL014144-RB	rapsynoid [Source:VB Community Annotation]	""
AAEL024329-RA	""	""
AAEL012431-RA	AMP dependent ligase [Source:VB Community Annotation]	""
AAEL018352-RB	""	""
AAEL018352-RA	""	""
AAEL000825-RA	eukaryotic peptide chain release factor GTP-binding subunit (erf2) (translation release factor 3) (erf3) (erf-3) [Source:VB Community Annotation]	""
AAEL027329-RA	""	""
AAEL006161-RB	Clip-Domain Serine Protease  family B [Source:VB Community Annotation]	CLIPB31
AAEL004276-RA	""	""
AAEL013271-RB	organic cation transporter [Source:VB Community Annotation]	""
AAEL024514-RA	""	""
AAEL024596-RA	""	""
AAEL004879-RA	Dolichol-phosphate mannosyltransferase subunit 3 [Source:UniProtKB/TrEMBL;Acc:A0A1S4F963]	""
AAEL011349-RB	serine protease [Source:VB Community Annotation]	""
AAEL006285-RA	""	""
AAEL022586-RA	""	""
AAEL018040-RB	""	""
AAEL018040-RC	""	""
