Gene_stable_ID	Gene_name	Gene_description
AGAP009952-RA	""	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 [Source:VB Community Annotation]
AGAP009953-RA	""	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13 [Source:VB Community Annotation]
AGAP009954-RA	""	ankyrin repeat domain-containing protein 13C [Source:VB Community Annotation]
AGAP009955-RA	""	""
AGAP009956-RA	""	""
AGAP009957-RA	""	transcription factor SOX1/3/14/21 (SOX group B) [Source:VB Community Annotation]
AGAP009958-RA	""	arginine and glutamate-rich protein 1 [Source:VB Community Annotation]
AGAP009959-RA	""	tubulin monoglycylase TTLL3/8 [Source:VB Community Annotation]
AGAP009960-RA	""	tubulin monoglycylase TTLL3/8 [Source:VB Community Annotation]
AGAP009961-RA	""	serine/threonine-protein kinase 24/25/MST4 [Source:VB Community Annotation]
AGAP009962-RA	""	""
AGAP009963-RA	""	""
AGAP009964-RA	""	""
AGAP009965-RA	""	""
AGAP009966-RA	""	female reproductive tract protease GLEANR_896 [Source:VB Community Annotation]
AGAP009967-RA	""	Protein of unknown function DUF938 [Source:VB Community Annotation]
AGAP009968-RA	""	ribosome production factor 1 [Source:VB Community Annotation]
AGAP009969-RA	""	""
AGAP009970-RA	""	Cullin-associated NEDD8-dissociated protein 1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H2L0]
AGAP009971-RA	""	elongation factor 4 1 [Source:VB Community Annotation]
AGAP009972-RA	""	MON2 homolog [Source:VB Community Annotation]
AGAP009973-RA	""	ATP-dependent metalloprotease [Source:VB Community Annotation]
AGAP009974-RA	AAPP	anopheline antiplatelet protein [Source:VB Community Annotation]
AGAP009975-RA	""	protein-tyrosine phosphatase [Source:VB Community Annotation]
AGAP009976-RA	""	""
AGAP009977-RA	""	""
AGAP009978-RA	DUOX	dual oxidase: peroxidase and NADPH-oxidase domains [Source:VB Community Annotation]
AGAP009979-RA	""	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase [Source:VB Community Annotation]
AGAP009980-RA	""	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 [Source:VB Community Annotation]
AGAP009981-RA	""	""
AGAP009982-RA	""	""
AGAP009983-RA	""	Bhlh factor math6 [Source:VB Community Annotation]
AGAP009984-RA	""	cell cycle control protein 50A [Source:VB Community Annotation]
AGAP009985-RA	""	4-nitrophenylphosphatase [Source:VB Community Annotation]
AGAP009986-RA	""	""
AGAP009986-RB	""	""
AGAP009987-RA	""	""
AGAP009988-RA	mRpL10	39S ribosomal protein L10, mitochondrial [Source:VB Community Annotation]
AGAP009989-RA	""	nucleoporin-like protein 2 [Source:VB Community Annotation]
AGAP009990-RA	""	""
AGAP009991-RA	""	Cyclophilin B precursor [Source:VB Community Annotation]
AGAP009992-RA	""	inhibitor of growth protein 4 [Source:VB Community Annotation]
AGAP009993-RA	""	RIO kinase 3 [Source:VB Community Annotation]
AGAP009994-RA	""	""
AGAP009995-RA	""	anoctamin 10 [Source:VB Community Annotation]
AGAP009996-RA	""	peptidyl-prolyl cis-trans isomerase-like 3 [Source:VB Community Annotation]
AGAP009997-RA	""	thioredoxin domain-containing protein [Source:VB Community Annotation]
AGAP009998-RA	RpS11	40S ribosomal protein S11 [Source:UniProtKB/Swiss-Prot;Acc:P52812]
AGAP009999-RA	Gr22	gustatory receptor 22 [Source:VB Community Annotation]
AGAP010000-RA	""	""
AGAP010001-RA	""	""
AGAP010002-RA	""	4-nitrophenylphosphatase [Source:VB Community Annotation]
AGAP010003-RA	""	""
AGAP010004-RA	""	""
AGAP010005-RA	""	Uncharacterized protein KIAA2013-like protein [Source:VB Community Annotation]
AGAP010006-RA	""	""
AGAP010007-RA	""	coiled-coil domain-containing protein 47 [Source:VB Community Annotation]
AGAP010008-RA	""	PI-PLC X domain-containing protein 3 [Source:VB Community Annotation]
AGAP010009-RA	""	""
AGAP010010-RA	""	oligosaccharyltransferase complex subunit gamma [Source:VB Community Annotation]
AGAP010011-RA	""	Protein MEMO1 [Source:VB Community Annotation]
AGAP010012-RA	""	Leucine-rich repeat and calponin-like proteiny domain-containing protein 3 [Source:VB Community Annotation]
AGAP010013-RA	""	""
AGAP010014-RA	""	""
AGAP010015-RA	""	uncharacterized protein RGD1560283 [Source:VB Community Annotation]
AGAP010016-RA	""	cytochrome b5 domain-containing protein 1 [Source:VB Community Annotation]
AGAP010017-RA	""	TNF receptor-associated factor 4 [Source:VB Community Annotation]
AGAP010018-RA	""	DNA replication complex GINS protein pSF2 [Source:VB Community Annotation]
AGAP010019-RA	""	RWD domain-containing protein 4A [Source:VB Community Annotation]
AGAP010020-RA	""	""
AGAP010021-RA	""	""
AGAP010022-RA	""	""
AGAP010023-RA	""	""
AGAP010024-RA	""	""
AGAP010025-RA	""	Rab GDP dissociation inhibitor beta [Source:VB Community Annotation]
AGAP010026-RA	""	phospholipid-translocating ATPase [Source:VB Community Annotation]
AGAP010027-RA	""	""
AGAP010028-RA	""	DNA topoisomerase III [Source:VB Community Annotation]
AGAP010029-RA	""	transmembrane 9 superfamily member 2/4 [Source:VB Community Annotation]
AGAP010030-RA	""	""
AGAP010031-RA	""	testis specific tektin [Source:VB Community Annotation]
AGAP010032-RA	""	""
AGAP010033-RA	""	""
AGAP010034-RA	Med6	Mediator of RNA polymerase II transcription subunit 6 [Source:UniProtKB/Swiss-Prot;Acc:Q7Q107]
AGAP010035-RA	""	TORC1 growth control complex subunit Kog1 [Source:VB Community Annotation]
AGAP010036-RA	""	""
AGAP010037-RA	""	""
AGAP010038-RA	""	""
AGAP010038-RB	""	""
AGAP010039-RA	NADH_dehyd	""
AGAP010040-RA	""	L-carnitine dehydrogenase [Source:VB Community Annotation]
AGAP010041-RA	""	F-box and WD-40 domain protein 5 [Source:VB Community Annotation]
AGAP010042-RA	""	Solute carrier organic anion transporter family member (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7Q103]
AGAP010043-RA	""	""
AGAP010044-RA	""	""
AGAP010045-RA	""	""
AGAP010046-RA	""	""
AGAP010047-RA	""	""
AGAP010048-RA	""	""
AGAP010049-RA	""	""
AGAP010050-RA	""	""
AGAP010051-RA	""	""
AGAP010052-RA	""	carbonic anhydrase [Source:VB Community Annotation]
AGAP010053-RA	""	""
AGAP010054-RA	""	tripartite motif-containing protein 2/3 [Source:VB Community Annotation]
AGAP010055-RA	""	""
AGAP010056-RA	""	hexosaminidase [Source:VB Community Annotation]
AGAP010057-RA	""	nicotinic acetylcholine receptor, beta-2 subunit [Source:VB Community Annotation]
AGAP010058-RA	""	neuronal PAS domain protein 1 [Source:VB Community Annotation]
AGAP010059-RA	""	""
AGAP010060-RA	""	DNA repair protein Rad62 [Source:VB Community Annotation]
AGAP010061-RA	""	Protein RIC1-like protein [Source:VB Community Annotation]
AGAP010062-RA	""	zinc finger, SWIM-type containing 5 [Source:VB Community Annotation]
AGAP010063-RA	""	""
AGAP010064-RA	""	DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Source:VB Community Annotation]
AGAP010065-RA	RpL12	60S ribosomal protein L12 [Source:VB Community Annotation]
AGAP010066-RA	""	""
AGAP010067-RA	""	voltage-gated potassium channel subunit beta-2 [Source:VB Community Annotation]
AGAP010068-RA	""	""
AGAP010069-RA	""	""
AGAP010069-RB	""	""
AGAP010070-RA	""	""
AGAP010071-RA	""	acyl-CoA synthetase [Source:VB Community Annotation]
AGAP010072-RA	""	Iron--sulfur cluster insertion protein erpA 1 [Source:VB Community Annotation]
AGAP010073-RA	""	type II pantothenate kinase [Source:VB Community Annotation]
AGAP010074-RA	""	peroxin-13 [Source:VB Community Annotation]
AGAP010075-RA	""	U4/U6.U5 tri-snRNP-associated protein 3 [Source:VB Community Annotation]
AGAP010076-RA	""	Homer homolog 1 [Source:VB Community Annotation]
AGAP010077-RA	CYP303A1	cytochrome P450 [Source:VB Community Annotation]
AGAP010078-RA	""	Polypeptide N-acetylgalactosaminyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7Q0X9]
AGAP010079-RA	""	""
AGAP010080-RA	""	ubiquitin carboxyl-terminal hydrolase 35/38 [Source:VB Community Annotation]
AGAP010081-RA	""	""
AGAP010082-RA	""	""
AGAP010083-RA	""	""
AGAP010084-RA	""	""
AGAP010085-RA	""	""
AGAP010086-RA	""	arginyl-tRNA synthetase [Source:VB Community Annotation]
AGAP010087-RA	""	phosphatidylinositol-binding clathrin assembly protein [Source:VB Community Annotation]
AGAP010088-RA	""	ubiquitin carboxyl-terminal hydrolase 9/24 [Source:VB Community Annotation]
AGAP010089-RA	GPROP9	short wavelength sensitive opsin [Source:VB Community Annotation]
AGAP010090-RA	""	receptor-type tyrosine-protein phosphatase F [Source:VB Community Annotation]
AGAP010091-RA	""	""
AGAP010092-RA	""	""
AGAP010093-RA	""	""
AGAP010094-RA	""	nonmuscle myosin heavy chain-A [Source:VB Community Annotation]
AGAP010095-RA	CPR82	cuticular protein RR-2 family 82 [Source:VB Community Annotation]
AGAP010096-RA	""	""
AGAP010097-RA	CPR107	cuticular protein RR-2 family 107 [Source:VB Community Annotation]
AGAP010098-RA	CPR83	cuticular protein RR-2 family 83 [Source:VB Community Annotation]
AGAP010099-RA	CPR108	cuticular protein RR-2 family 108 [Source:VB Community Annotation]
AGAP010100-RA	CPR84	cuticular protein RR-2 family 84 [Source:VB Community Annotation]
AGAP010101-RA	CPR85	cuticular protein RR-2 family 85 [Source:VB Community Annotation]
AGAP010102-RA	""	""
AGAP010103-RA	CPR86	cuticular protein RR-2 family 86 [Source:VB Community Annotation]
AGAP010104-RA	CPR87	cuticular protein RR-2 family 87 [Source:VB Community Annotation]
AGAP010105-RA	CPR88	cuticular protein RR-2 family 88 [Source:VB Community Annotation]
AGAP010106-RA	CPR89	cuticular protein RR-2 family 89 [Source:VB Community Annotation]
AGAP010107-RA	CPR90	cuticular protein RR-2 family 90 [Source:VB Community Annotation]
AGAP010108-RA	CPR91	cuticular protein RR-2 family 91 [Source:VB Community Annotation]
AGAP010109-RA	CPR150	cuticular protein 150 [Source:VB Community Annotation]
AGAP010110-RA	""	""
AGAP010111-RA	""	""
AGAP010112-RA	CPR92	cuticular protein RR-2 family 92 [Source:VB Community Annotation]
AGAP010113-RA	CPR93	cuticular protein RR-2 family 93 [Source:VB Community Annotation]
AGAP010114-RA	CPR94	cuticular protein RR-2 family 94 [Source:VB Community Annotation]
AGAP010115-RA	""	""
AGAP010116-RA	CPR109	cuticular protein RR-2 family 109 [Source:VB Community Annotation]
AGAP010117-RA	CPR95	cuticular protein RR-2 family 95 [Source:VB Community Annotation]
AGAP010118-RA	""	""
AGAP010119-RB	CPR96	cuticular protein RR-2 family 96 [Source:VB Community Annotation]
AGAP010120-RA	CPR97	cuticular protein RR-2 family 97 [Source:VB Community Annotation]
AGAP010121-RA	CPR149	cuticular protein 149 [Source:VB Community Annotation]
AGAP010122-RA	CPR132	cuticular protein RR-2 family 132 [Source:VB Community Annotation]
AGAP010123-RA	CPR131	cuticular protein RR-2 family 131 [Source:VB Community Annotation]
AGAP010124-RA	CPR98	cuticular protein RR-2 family 98 [Source:VB Community Annotation]
AGAP010125-RA	""	""
AGAP010126-RA	CPR142	cuticular protein RR-2 family 142 [Source:VB Community Annotation]
AGAP010127-RA	CPR99	cuticular protein RR-2 family 99 [Source:VB Community Annotation]
AGAP010128-RA	CPR100	cuticular protein RR-2 family 100 [Source:VB Community Annotation]
AGAP010129-RA	""	""
AGAP010130-RA	""	3,2-trans-enoyl-CoA isomerase mitochondrial [Source:VB Community Annotation]
AGAP010131-RA	""	ornithine decarboxylase antizyme 1 [Source:VB Community Annotation]
AGAP010132-RA	SCRBQ1	Class B Scavenger Receptor (CD36 domain). [Source:VB Community Annotation]
AGAP010133-RA	SCRPQ2	Class B Scavenger Receptor (CD36 domain). [Source:VB Community Annotation]
AGAP010134-RA	""	arrestin-1 [Source:VB Community Annotation]
AGAP010135-RA	""	NCK adaptor protein [Source:VB Community Annotation]
AGAP010136-RA	""	""
AGAP010137-RA	""	adenosine kinase [Source:VB Community Annotation]
AGAP010138-RA	""	uncharacterized protein yjbQ [Source:VB Community Annotation]
AGAP010139-RA	""	GMP synthase (glutamine-hydrolysing) [Source:VB Community Annotation]
AGAP010140-RA	""	hydrolases of HD superfamily [Source:VB Community Annotation]
AGAP010141-RA	""	DnaJ homolog subfamily C member 4 [Source:VB Community Annotation]
AGAP010142-RA	Dat	dopamine N-acetyltransferase [Source:VB Community Annotation]
AGAP010143-RA	""	""
AGAP010144-RA	""	""
AGAP010145-RA	""	yellow [Source:VB Community Annotation]
AGAP010146-RA	""	""
AGAP010147-RA	""	myosin heavy chain [Source:VB Community Annotation]
AGAP010148-RA	""	""
AGAP010149-RA	""	cytochrome b5-related [Source:VB Community Annotation]
AGAP010150-RA	""	cytochrome b5-related [Source:VB Community Annotation]
AGAP010151-RA	""	""
AGAP010152-RA	""	gem associated protein 5 [Source:VB Community Annotation]
AGAP010153-RA	""	""
AGAP010154-RA	""	""
AGAP010155-RA	""	""
AGAP010156-RA	""	ATP citrate lyase [Source:VB Community Annotation]
AGAP010157-RA	Ast2	allatostatin 2 [Source:VB Community Annotation]
AGAP010157-RB	Ast2	allatostatin 2 [Source:VB Community Annotation]
AGAP010158-RA	""	""
AGAP010159-RA	""	dUTP pyrophosphatase [Source:VB Community Annotation]
AGAP010160-RA	""	myosin I [Source:VB Community Annotation]
AGAP010161-RA	""	""
AGAP010162-RA	""	""
AGAP010163-RA	RpL38	60S ribosomal protein L38 [Source:UniProtKB/Swiss-Prot;Acc:Q7Q0U1]
AGAP010164-RA	whd	protein withered, carnitine O-palmitoyltransferase [Source:VB Community Annotation]
AGAP010165-RA	""	dynein light intermediate chain 2, cytosolic [Source:VB Community Annotation]
AGAP010166-RA	""	""
AGAP010167-RA	""	numb [Source:VB Community Annotation]
AGAP010168-RA	""	""
AGAP010169-RA	""	""
AGAP010170-RA	""	""
AGAP010171-RA	papi	TUDOR-domain protein [Source:VB Community Annotation]
AGAP010172-RA	""	protein phosphatase 2 (formerly 2A), catalytic subunit [Source:VB Community Annotation]
AGAP010173-RA	Rack1	guanine nucleotide-binding protein subunit beta-like protein [Source:VB Community Annotation]
AGAP010174-RA	""	oligosaccharyltransferase complex subunit alpha (ribophorin I) [Source:VB Community Annotation]
AGAP010175-RA	""	adenylyl cyclase-associated protein 1 [Source:VB Community Annotation]
AGAP010176-RA	""	""
AGAP010177-RA	""	replication factor A3 [Source:VB Community Annotation]
AGAP010178-RA	""	""
AGAP010179-RA	""	""
AGAP010180-RA	""	centrosomal protein CEP97 [Source:VB Community Annotation]
AGAP010181-RA	""	obelix [Source:VB Community Annotation]
AGAP010182-RA	""	WD repeat-containing protein 32 [Source:VB Community Annotation]
AGAP010183-RA	""	""
AGAP010184-RA	""	echinoid [Source:VB Community Annotation]
AGAP010185-RA	""	""
AGAP010186-RA	""	echinoid [Source:VB Community Annotation]
AGAP010187-RA	""	UDP-xylose:glucoside alpha-1,3-xylosyltransferase [Source:VB Community Annotation]
AGAP010188-RA	""	stress-induced-phosphoprotein 1 [Source:VB Community Annotation]
AGAP010189-RA	""	""
AGAP010190-RA	Oseg5	outer segment 5 [Source:VB Community Annotation]
AGAP010191-RA	""	calumenin isoform b precursor [Source:VB Community Annotation]
AGAP010192-RA	""	Dedicator of cytokinesis protein 7 [Source:VB Community Annotation]
AGAP010193-RA	CTLGA3	C-type lectin (CTL) - galactose binding [Source:VB Community Annotation]
AGAP010194-RA	""	""
AGAP010195-RA	Gr33	gustatory receptor 33 [Source:VB Community Annotation]
AGAP010196-RA	CTLGA1	C-type lectin (CTL) - galactose binding [Source:VB Community Annotation]
AGAP010197-RA	""	SPRY domain-containing SOCS box protein 1 [Source:VB Community Annotation]
AGAP010198-RA	""	ribonucleoside-diphosphate reductase subunit M1 [Source:VB Community Annotation]
AGAP010199-RA	""	""
AGAP010200-RA	""	""
AGAP010201-RA	""	""
AGAP010202-RA	""	""
AGAP010203-RA	""	TPR repeat-containing protein LOC90826-like protein [Source:VB Community Annotation]
AGAP010204-RA	""	""
AGAP010205-RA	""	""
AGAP010206-RA	""	Protein bicaudal D homolog 2 [Source:VB Community Annotation]
AGAP010207-RA	""	""
AGAP010208-RA	""	""
AGAP010209-RA	""	insulin gene enhancer protein ISL [Source:VB Community Annotation]
AGAP010210-RA	""	Translocase of inner mitochondrial membrane 23 homolog [Source:VB Community Annotation]
AGAP010211-RA	""	""
AGAP010212-RA	""	prefoldin subunit 1 [Source:VB Community Annotation]
AGAP010213-RA	""	N(6)-adenine-specific DNA methyltransferase 2 homolog [Source:VB Community Annotation]
AGAP010214-RA	""	""
AGAP010215-RA	""	""
AGAP010216-RA	RpL25	60S ribosomal protein L25 [Source:VB Community Annotation]
AGAP010217-RA	""	protein disulfide-isomerase [Source:VB Community Annotation]
AGAP010218-RA	""	Lkb1 interacting protein [Source:VB Community Annotation]
AGAP010219-RA	Mcm6	DNA replication licensing factor Mcm6 [Source:UniProtKB/Swiss-Prot;Acc:Q7Q0Q1]
AGAP010220-RA	""	Proliferating cell nuclear antigen [Source:UniProtKB/TrEMBL;Acc:Q7Q0Q0]
AGAP010221-RA	""	""
AGAP010222-RA	""	lachesin [Source:VB Community Annotation]
AGAP010223-RA	""	""
AGAP010224-RA	""	ER lumen protein retaining receptor [Source:VB Community Annotation]
AGAP010225-RA	""	ER lumen protein retaining receptor [Source:VB Community Annotation]
AGAP010226-RA	""	""
AGAP010227-RA	""	mitochondrial import receptor subunit TOM7 homolog [Source:VB Community Annotation]
AGAP010228-RA	""	3-methylcrotonyl-CoA carboxylase alpha subunit [Source:VB Community Annotation]
AGAP010229-RA	""	beta-ureidopropionase [Source:VB Community Annotation]
AGAP010230-RA	""	MAGUK p55 subfamily member 3 [Source:VB Community Annotation]
AGAP010231-RA	""	""
AGAP010232-RA	""	all-trans-retinol dehydrogenase (NAD+) [Source:VB Community Annotation]
AGAP010233-RA	""	integrin beta 1 [Source:VB Community Annotation]
AGAP010234-RA	""	microsomal triglyceride transfer protein large subunit [Source:VB Community Annotation]
AGAP010235-RA	""	TBC1 domain family member 24 [Source:VB Community Annotation]
AGAP010236-RA	""	""
AGAP010237-RA	""	""
AGAP010238-RA	""	""
AGAP010239-RA	""	DnaJ homolog subfamily B member 5 [Source:VB Community Annotation]
AGAP010240-RA	ESP	Late trypsin [Source:VB Community Annotation]
AGAP010241-RA	""	gamma-glutamyltranspeptidase [Source:VB Community Annotation]
AGAP010242-RA	""	Roundabout [Source:VB Community Annotation]
AGAP010243-RA	""	female reproductive tract protease GLEANR_897 [Source:VB Community Annotation]
AGAP010244-RA	""	""
AGAP010245-RA	""	Roundabout [Source:VB Community Annotation]
AGAP010246-RA	""	Valacyclovir hydrolase [Source:VB Community Annotation]
AGAP010247-RA	""	exosome complex component RRP40 [Source:VB Community Annotation]
AGAP010248-RA	""	U11/U12 small nuclear ribonucleoprotein 20 kDa protein [Source:VB Community Annotation]
AGAP010249-RA	""	Cation chloride cotransporter [Source:VB Community Annotation]
AGAP010250-RA	""	""
AGAP010251-RA	""	coatomer protein complex, subunit alpha (xenin) [Source:VB Community Annotation]
AGAP010252-RA	RpL23	60S ribosomal protein L23 [Source:VB Community Annotation]
AGAP010253-RA	Prosalpha6	26S proteasome alpha 6 subunit [Source:VB Community Annotation]
AGAP010254-RA	""	""
AGAP010255-RA	""	""
AGAP010256-RA	""	""
AGAP010257-RA	RpL13a	60S ribosomal protein L13a [Source:VB Community Annotation]
AGAP010258-RA	""	kinesin light chain [Source:VB Community Annotation]
AGAP010259-RA	""	""
AGAP010259-RB	""	""
AGAP010260-RA	""	""
AGAP010261-RA	""	Dystrophin Dp427c isoform [Source:VB Community Annotation]
AGAP010262-RA	""	""
AGAP010263-RA	""	""
AGAP010264-RA	""	""
AGAP010265-RA	""	Delta, transcript variant A [Source:VB Community Annotation]
AGAP010266-RA	""	""
AGAP010267-RA	""	glutaminyl-tRNA synthetase [Source:VB Community Annotation]
AGAP010268-RA	mRpS9	28S ribosomal protein S9, mitochondrial [Source:VB Community Annotation]
AGAP010269-RA	""	""
AGAP010270-RA	""	""
AGAP010271-RA	""	""
AGAP010272-RA	IR25a	ionotropic receptor IR25a [Source:VB Community Annotation]
AGAP010273-RA	""	phosphatidylinositol 3-kinase [Source:VB Community Annotation]
AGAP010274-RA	""	""
AGAP010275-RA	""	""
AGAP010276-RA	""	pyruvate dehydrogenase kinase [Source:VB Community Annotation]
AGAP010277-RA	""	""
AGAP010278-RA	""	dihydrofolate reductase [Source:VB Community Annotation]
AGAP010279-RA	""	homeobox even-skipped homolog protein [Source:VB Community Annotation]
AGAP010280-RA	""	yellow protein [Source:VB Community Annotation]
AGAP010281-RA	GPRGBB1	putative GABA-B receptor 1 [Source:VB Community Annotation]
AGAP010282-RA	""	DNA mismatch repair protein MSH2 [Source:VB Community Annotation]
AGAP010283-RA	""	wingless-type MMTV integration site family, member 7 [Source:VB Community Annotation]
AGAP010284-RA	""	""
AGAP010285-RA	""	""
AGAP010286-RA	""	""
AGAP010287-RA	""	""
AGAP010288-RA	""	YY1-associated factor 2 [Source:VB Community Annotation]
AGAP010289-RA	""	F-box and leucine-rich repeat protein 14 [Source:VB Community Annotation]
AGAP010290-RA	""	wingless-type MMTV integration site family, member 5 [Source:VB Community Annotation]
AGAP010291-RA	""	""
AGAP010292-RA	""	guanine nucleotide exchange factor VAV [Source:VB Community Annotation]
AGAP010293-RA	""	mitochondrial glutamate carrier 1 [Source:VB Community Annotation]
AGAP010294-RA	""	""
AGAP010295-RA	""	""
AGAP010296-RA	""	""
AGAP010297-RA	""	""
AGAP010298-RA	""	V-type H+-transporting ATPase subunit D [Source:VB Community Annotation]
AGAP010299-RA	""	""
AGAP010300-RA	""	""
AGAP010301-RA	""	""
AGAP010302-RA	""	""
AGAP010303-RA	""	autophagy-related protein 7 [Source:VB Community Annotation]
AGAP010304-RA	""	""
AGAP010305-RA	""	WD repeat and SOF domain-containing protein 1 [Source:VB Community Annotation]
AGAP010306-RA	""	""
AGAP010307-RA	""	Pleckstrin homology domain containing, family F (with FYVE domain) member 2 [Source:VB Community Annotation]
AGAP010308-RA	""	nucleolar complex protein 3 [Source:VB Community Annotation]
AGAP010309-RA	""	""
AGAP010310-RA	""	eukaryotic peptide chain release factor subunit [Source:VB Community Annotation]
AGAP010311-RA	""	dehydrogenase/reductase SDR family member 11 precursor [Source:VB Community Annotation]
AGAP010312-RA	""	keren [Source:VB Community Annotation]
AGAP010313-RA	""	serine/threonine-protein kinase ATR [Source:VB Community Annotation]
AGAP010314-RA	""	""
AGAP010315-RA	""	nardilysin [Source:VB Community Annotation]
AGAP010316-RA	""	""
AGAP010317-RA	""	""
AGAP010318-RA	""	guanine nucleotide-binding protein subunit beta-5 [Source:VB Community Annotation]
AGAP010319-RA	""	snRNA-activating protein complex subunit 1 [Source:VB Community Annotation]
AGAP010320-RA	""	""
AGAP010321-RA	""	DNA-directed RNA polymerase II subunit RPB3 [Source:VB Community Annotation]
AGAP010322-RA	""	""
AGAP010323-RA	""	""
AGAP010324-RA	""	Groucho [Source:VB Community Annotation]
AGAP010325-RA	""	""
AGAP010326-RA	AQP3	aquaporin [Source:VB Community Annotation]
AGAP010327-RA	""	SH3-binding domain kinase [Source:VB Community Annotation]
AGAP010328-RA	""	""
AGAP010329-RA	""	""
AGAP010330-RA	""	""
AGAP010331-RA	""	heat shock protein 110kDa [Source:VB Community Annotation]
AGAP010332-RA	""	""
AGAP010333-RA	""	""
AGAP010334-RA	""	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]
AGAP010335-RA	""	NEL-LIKE PROTEIN 1 [Source:VB Community Annotation]
AGAP010336-RA	""	tubulin polyglutamylase TTLL1 [Source:VB Community Annotation]
AGAP010337-RA	""	ubiquinol-cytochrome c reductase subunit 8 [Source:VB Community Annotation]
AGAP010338-RA	mRpL23	39S ribosomal protein L23, mitochondrial [Source:VB Community Annotation]
AGAP010339-RA	""	WW domain-binding protein 4 [Source:VB Community Annotation]
AGAP010340-RA	""	""
AGAP010341-RA	""	testis-specific serine kinase [Source:VB Community Annotation]
AGAP010342-RA	""	""
AGAP010343-RA	""	CTL-like protein 2 [Source:VB Community Annotation]
AGAP010344-RA	""	solute carrier family 26, other [Source:VB Community Annotation]
AGAP010345-RA	""	OTU domain-containing protein 7 [Source:VB Community Annotation]
AGAP010346-RA	Mer	merlin (moesin-ezrin-radixin-like protein) [Source:VB Community Annotation]
AGAP010347-RA	CuSOD3	copper-zinc superoxide dismutase 3 [Source:VB Community Annotation]
AGAP010347-RB	CuSOD3	copper-zinc superoxide dismutase 3 [Source:VB Community Annotation]
AGAP010348-RA	""	""
AGAP010349-RA	""	""
AGAP010350-RA	""	""
AGAP010351-RA	""	insulysin [Source:VB Community Annotation]
AGAP010352-RA	""	DNA/RNA-binding protein KIN17 [Source:VB Community Annotation]
AGAP010353-RA	""	DNA cross-link repair 1A protein [Source:VB Community Annotation]
AGAP010354-RA	""	osiris 21 [Source:VB Community Annotation]
AGAP010355-RA	""	""
AGAP010356-RA	""	Ring finger protein 130 [Source:VB Community Annotation]
AGAP010357-RA	""	""
AGAP010358-RA	""	paired box protein 3/7 [Source:VB Community Annotation]
AGAP010359-RA	""	Pairberry [Source:VB Community Annotation]
AGAP010360-RA	""	""
AGAP010361-RA	""	""
AGAP010362-RA	""	""
AGAP010363-RA	""	""
AGAP010364-RA	""	""
AGAP010365-RA	""	""
AGAP010365-RB	""	""
AGAP010366-RA	""	""
AGAP010367-RA	""	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 20 [Source:VB Community Annotation]
AGAP010368-RA	""	2-hydroxyacyl-CoA lyase 1 [Source:VB Community Annotation]
AGAP010369-RA	CPR112	cuticular protein RR-2 family 112 [Source:VB Community Annotation]
AGAP010370-RA	""	solute carrier family 17 (anion/sugar transporter), member 5 [Source:VB Community Annotation]
AGAP010371-RA	""	""
AGAP010372-RA	""	solute carrier family 17 (anion/sugar transporter), member 5 [Source:VB Community Annotation]
AGAP010373-RA	""	arginine-tRNA-protein transferase [Source:VB Community Annotation]
AGAP010374-RA	""	""
AGAP010375-RA	""	""
AGAP010376-RA	""	""
AGAP010377-RA	""	""
AGAP010378-RA	""	""
AGAP010379-RA	""	F-box protein 28 [Source:VB Community Annotation]
AGAP010380-RA	""	""
AGAP010381-RA	""	""
AGAP010382-RA	Ars2	Serrate RNA effector molecule homolog [Source:UniProtKB/Swiss-Prot;Acc:Q5TUF1]
AGAP010383-RA	""	solute carrier family 15 member 1 [Source:VB Community Annotation]
AGAP010384-RA	""	""
AGAP010385-RA	""	""
AGAP010386-RA	""	Translocating chain-associated membrane protein 2 [Source:VB Community Annotation]
AGAP010387-RA	""	alanine-glyoxylate aminotransferase [Source:VB Community Annotation]
AGAP010388-RA	""	glucuronyl/N-acetylglucosaminyl transferase EXT1 [Source:VB Community Annotation]
AGAP010389-RA	""	Prestin [Source:VB Community Annotation]
AGAP010390-RA	COE12O	carboxylesterase [Source:VB Community Annotation]
AGAP010391-RA	""	LIM domain only protein 4 [Source:VB Community Annotation]
AGAP010392-RA	""	calumenin [Source:VB Community Annotation]
AGAP010393-RA	""	""
AGAP010394-RA	""	Patched-related [Source:VB Community Annotation]
AGAP010395-RA	""	calpain-C [Source:VB Community Annotation]
AGAP010396-RA	""	kinesin family member 3/17 [Source:VB Community Annotation]
AGAP010397-RA	""	protein N-terminal methyltransferase [Source:VB Community Annotation]
AGAP010398-RA	""	Flavin-containing monooxygenase FMO GS-OX-like 1 [Source:VB Community Annotation]
AGAP010399-RA	""	Flavin-containing monooxygenase FMO GS-OX-like 1 [Source:VB Community Annotation]
