GeneID	GeneDescription	GeneName	TranscriptID
AAEL001819			AAEL001819-RB
AAEL014349	Clip-Domain Serine Protease  family B. [Source:VB Community Annotation]	CLIPB15	AAEL014349-RA
AAEL023486	Eukaryotic translation initiation factor 5A (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q1HRN6]		AAEL023486-RA
AAEL024041			AAEL024041-RA
AAEL009111	sphingomyelin phosphodiesterase [Source:VB Community Annotation]		AAEL009111-RA
AAEL003624	sodium/chloride dependent amino acid transporter [Source:VB Community Annotation]		AAEL003624-RA
AAEL007381			AAEL007381-RB
AAEL027322			AAEL027322-RA
AAEL027322			AAEL027322-RB
AAEL012855			AAEL012855-RA
AAEL025895			AAEL025895-RA
AAEL007797			AAEL007797-RA
AAEL024406			AAEL024406-RA
AAEL024406			AAEL024406-RB
AAEL024406			AAEL024406-RC
AAEL024406			AAEL024406-RD
AAEL025532			AAEL025532-RA
AAEL025532			AAEL025532-RB
AAEL026037			AAEL026037-RA
AAEL018347	Clip-domain serine protease, family E [Source:VB Community Annotation]	CLIPE12	AAEL018347-RB
AAEL018347	Clip-domain serine protease, family E [Source:VB Community Annotation]	CLIPE12	AAEL018347-RC
AAEL000071	odorant binding protein OBP2 [Source:VB Community Annotation]	OBP2	AAEL000071-RA
AAEL003954	juvenile hormone-inducible protein, putative [Source:VB Community Annotation]		AAEL003954-RA
AAEL011092			AAEL011092-RA
AAEL020802			AAEL020802-RA
AAEL008889	cytochrome P450 [Source:VB Community Annotation]	CYP6AL1	AAEL008889-RA
AAEL024170			AAEL024170-RA
AAEL024170			AAEL024170-RB
AAEL024170			AAEL024170-RC
AAEL024170			AAEL024170-RD
AAEL024145			AAEL024145-RA
AAEL012628			AAEL012628-RA
AAEL003563			AAEL003563-RB
AAEL001171	tRNA-dihydrouridine synthase [Source:VB Community Annotation]		AAEL001171-RA
AAEL001881			AAEL001881-RA
AAEL017262			AAEL017262-RA
AAEL026841			AAEL026841-RA
AAEL009056			AAEL009056-RA
AAEL023200			AAEL023200-RA
AAEL022522			AAEL022522-RA
AAEL027307			AAEL027307-RA
AAEL023404			AAEL023404-RA
AAEL009874			AAEL009874-RB
AAEL009874			AAEL009874-RC
AAEL009874			AAEL009874-RD
AAEL009874			AAEL009874-RE
AAEL009874			AAEL009874-RF
AAEL009874			AAEL009874-RG
AAEL009874			AAEL009874-RH
AAEL009874			AAEL009874-RI
AAEL009874			AAEL009874-RJ
AAEL009874			AAEL009874-RK
AAEL009874			AAEL009874-RL
AAEL009874			AAEL009874-RM
AAEL009874			AAEL009874-RN
AAEL009874			AAEL009874-RO
AAEL025224			AAEL025224-RA
AAEL003260			AAEL003260-RA
AAEL027058			AAEL027058-RA
AAEL027058			AAEL027058-RB
AAEL023111			AAEL023111-RA
AAEL005225			AAEL005225-RA
AAEL001895	lactosylceramide 4-alpha-galactosyltransferase (alpha- 1,4-galactosyltransferase) [Source:VB Community Annotation]		AAEL001895-RA
AAEL002742			AAEL002742-RB
AAEL026591			AAEL026591-RA
AAEL010088			AAEL010088-RA
AAEL012069	glutathione peroxidase [Source:VB Community Annotation]	GPXH1	AAEL012069-RC
AAEL012069	glutathione peroxidase [Source:VB Community Annotation]	GPXH1	AAEL012069-RD
AAEL012069	glutathione peroxidase [Source:VB Community Annotation]	GPXH1	AAEL012069-RB
AAEL027778			AAEL027778-RA
AAEL006487	sodium/solute symporter [Source:VB Community Annotation]		AAEL006487-RA
AAEL009140			AAEL009140-RA
AAEL006895	phosphofructokinase [Source:VB Community Annotation]		AAEL006895-RB
AAEL006895	phosphofructokinase [Source:VB Community Annotation]		AAEL006895-RC
AAEL006895	phosphofructokinase [Source:VB Community Annotation]		AAEL006895-RD
AAEL021470			AAEL021470-RA
AAEL001821			AAEL001821-RB
AAEL001821			AAEL001821-RA
AAEL022836			AAEL022836-RA
AAEL024610			AAEL024610-RA
AAEL024123			AAEL024123-RA
AAEL004766	protein phosphatases pp1 regulatory subunit [Source:VB Community Annotation]		AAEL004766-RA
AAEL021654			AAEL021654-RA
AAEL010089			AAEL010089-RA
AAEL007247			AAEL007247-RA
AAEL024497			AAEL024497-RA
AAEL024497			AAEL024497-RB
AAEL024497			AAEL024497-RC
AAEL024210			AAEL024210-RA
AAEL000508	fibrinogen and fibronectin [Source:VB Community Annotation]		AAEL000508-RA
AAEL021714			AAEL021714-RA
AAEL007991			AAEL007991-RA
AAEL010766	inositol triphosphate 3-kinase c [Source:VB Community Annotation]		AAEL010766-RB
AAEL010766	inositol triphosphate 3-kinase c [Source:VB Community Annotation]		AAEL010766-RC
AAEL010766	inositol triphosphate 3-kinase c [Source:VB Community Annotation]		AAEL010766-RD
AAEL020031			AAEL020031-RA
AAEL020067			AAEL020067-RA
AAEL001232	tubulointerstitial nephritis antigen [Source:VB Community Annotation]		AAEL001232-RB
AAEL001232	tubulointerstitial nephritis antigen [Source:VB Community Annotation]		AAEL001232-RA
AAEL024391			AAEL024391-RA
AAEL013440			AAEL013440-RA
AAEL024880			AAEL024880-RA
AAEL009077	Alkaline phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A0P6JST2]	ALP1	AAEL009077-RB
AAEL027153			AAEL027153-RA
AAEL027153			AAEL027153-RB
AAEL021505			AAEL021505-RA
AAEL000516	juvenile hormone-inducible protein, putative [Source:VB Community Annotation]		AAEL000516-RA
AAEL000516	juvenile hormone-inducible protein, putative [Source:VB Community Annotation]		AAEL000516-RB
AAEL024147			AAEL024147-RA
AAEL024147			AAEL024147-RB
AAEL024147			AAEL024147-RC
AAEL024147			AAEL024147-RD
AAEL027830			AAEL027830-RA
AAEL022124			AAEL022124-RA
AAEL022124			AAEL022124-RB
AAEL026628			AAEL026628-RA
AAEL026124			AAEL026124-RA
AAEL020431			AAEL020431-RA
AAEL002780			AAEL002780-RB
AAEL002780			AAEL002780-RC
AAEL009200	exocyst complex component 1 [Source:VB Community Annotation]	Exo1	AAEL009200-RA
AAEL011442	translation initiation factor eif-2b gamma subunit [Source:VB Community Annotation]		AAEL011442-RA
AAEL020797			AAEL020797-RA
AAEL020797			AAEL020797-RB
AAEL017987			AAEL017987-RE
AAEL017987			AAEL017987-RF
AAEL017987			AAEL017987-RG
AAEL017987			AAEL017987-RH
AAEL024556			AAEL024556-RA
AAEL025657			AAEL025657-RA
AAEL014084	kinesin eg-5 [Source:VB Community Annotation]		AAEL014084-RA
AAEL020238			AAEL020238-RA
AAEL004076	Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) [Source:VB Community Annotation]		AAEL004076-RC
AAEL004076	Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) [Source:VB Community Annotation]		AAEL004076-RD
AAEL001852			AAEL001852-RB
AAEL019800			AAEL019800-RA
AAEL019800			AAEL019800-RB
AAEL019800			AAEL019800-RC
AAEL004451	organic cation transporter [Source:VB Community Annotation]		AAEL004451-RB
AAEL004451	organic cation transporter [Source:VB Community Annotation]		AAEL004451-RC
AAEL004451	organic cation transporter [Source:VB Community Annotation]		AAEL004451-RD
AAEL004451	organic cation transporter [Source:VB Community Annotation]		AAEL004451-RE
AAEL027606			AAEL027606-RA
AAEL027606			AAEL027606-RB
AAEL027606			AAEL027606-RC
AAEL003145	bestrophin 2,3,4 [Source:VB Community Annotation]		AAEL003145-RA
AAEL003145	bestrophin 2,3,4 [Source:VB Community Annotation]		AAEL003145-RB
AAEL009851	DNA polymerase zeta catalytic subunit [Source:VB Community Annotation]		AAEL009851-RB
AAEL009851	DNA polymerase zeta catalytic subunit [Source:VB Community Annotation]		AAEL009851-RC
AAEL009851	DNA polymerase zeta catalytic subunit [Source:VB Community Annotation]		AAEL009851-RD
AAEL025250			AAEL025250-RA
AAEL025250			AAEL025250-RB
AAEL025250			AAEL025250-RC
AAEL025250			AAEL025250-RD
AAEL025250			AAEL025250-RE
AAEL025250			AAEL025250-RF
AAEL025250			AAEL025250-RG
AAEL025250			AAEL025250-RH
AAEL028053			AAEL028053-RA
AAEL009469	cell division control protein [Source:VB Community Annotation]		AAEL009469-RA
AAEL005061	sec10 [Source:VB Community Annotation]		AAEL005061-RA
AAEL025681			AAEL025681-RA
AAEL021190			AAEL021190-RA
AAEL005752	lysosomal alpha-mannosidase (mannosidase alpha class 2b member 1) [Source:VB Community Annotation]		AAEL005752-RA
AAEL006617			AAEL006617-RA
AAEL012639			AAEL012639-RA
AAEL013605			AAEL013605-RA
AAEL026031			AAEL026031-RA
AAEL020571			AAEL020571-RA
AAEL023324			AAEL023324-RA
AAEL012912			AAEL012912-RA
AAEL019434			AAEL019434-RA
AAEL002547	dipeptidase [Source:VB Community Annotation]		AAEL002547-RA
AAEL023122			AAEL023122-RA
AAEL003192	mfs transporter [Source:VB Community Annotation]		AAEL003192-RA
AAEL003192	mfs transporter [Source:VB Community Annotation]		AAEL003192-RB
AAEL013841	paraplegin [Source:VB Community Annotation]		AAEL013841-RA
AAEL009195			AAEL009195-RA
AAEL010322	hemoglobin (heterodimeric), putative [Source:VB Community Annotation]		AAEL010322-RA
AAEL025477			AAEL025477-RA
AAEL021182	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]		AAEL021182-RA
AAEL021876			AAEL021876-RA
AAEL006139	Sodium/solute symporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FCK0]		AAEL006139-RD
AAEL006139	Sodium/solute symporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FCK0]		AAEL006139-RB
AAEL006139	Sodium/solute symporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FCK0]		AAEL006139-RC
AAEL006139	Sodium/solute symporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FCK0]		AAEL006139-RA
AAEL011447	60S ribosomal protein L14 [Source:UniProtKB/TrEMBL;Acc:Q1HRP1]	RpL14	AAEL011447-RB
AAEL001652			AAEL001652-RB
AAEL014355	symbol, putative [Source:VB Community Annotation]		AAEL014355-RB
AAEL014355	symbol, putative [Source:VB Community Annotation]		AAEL014355-RC
AAEL014355	symbol, putative [Source:VB Community Annotation]		AAEL014355-RD
AAEL014355	symbol, putative [Source:VB Community Annotation]		AAEL014355-RE
AAEL014355	symbol, putative [Source:VB Community Annotation]		AAEL014355-RF
AAEL014355	symbol, putative [Source:VB Community Annotation]		AAEL014355-RG
AAEL026186			AAEL026186-RA
AAEL025295			AAEL025295-RA
AAEL025295			AAEL025295-RB
AAEL025295			AAEL025295-RC
AAEL025295			AAEL025295-RD
AAEL025295			AAEL025295-RE
AAEL025295			AAEL025295-RF
AAEL025295			AAEL025295-RG
AAEL025295			AAEL025295-RH
AAEL025295			AAEL025295-RI
AAEL025295			AAEL025295-RJ
AAEL025295			AAEL025295-RK
AAEL025295			AAEL025295-RL
AAEL025295			AAEL025295-RM
AAEL025295			AAEL025295-RN
AAEL025295			AAEL025295-RO
AAEL025295			AAEL025295-RP
AAEL025295			AAEL025295-RQ
AAEL025295			AAEL025295-RR
AAEL025295			AAEL025295-RS
AAEL006262	mitochondrial carrier protein [Source:VB Community Annotation]		AAEL006262-RD
AAEL006541	axonemal dynein intermediate chain inner arm i1 [Source:VB Community Annotation]		AAEL006541-RB
AAEL008699	prolylcarboxypeptidase, putative [Source:VB Community Annotation]		AAEL008699-RB
AAEL008699	prolylcarboxypeptidase, putative [Source:VB Community Annotation]		AAEL008699-RA
AAEL007521	importin beta-2 [Source:VB Community Annotation]		AAEL007521-RB
AAEL007521	importin beta-2 [Source:VB Community Annotation]		AAEL007521-RA
AAEL023472			AAEL023472-RA
AAEL020435			AAEL020435-RA
AAEL012861			AAEL012861-RB
AAEL012861			AAEL012861-RC
AAEL012861			AAEL012861-RD
AAEL029056			AAEL029056-RA
AAEL026210			AAEL026210-RA
AAEL012037	sulphate transporter [Source:VB Community Annotation]		AAEL012037-RA
AAEL012280	pef protein with a long n-terminal hydrophobic domain (peflin) [Source:VB Community Annotation]		AAEL012280-RA
AAEL022281	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]		AAEL022281-RA
AAEL001541	component of oligomeric golgi complex [Source:VB Community Annotation]		AAEL001541-RA
AAEL001541	component of oligomeric golgi complex [Source:VB Community Annotation]		AAEL001541-RC
AAEL001541	component of oligomeric golgi complex [Source:VB Community Annotation]		AAEL001541-RB
AAEL026387			AAEL026387-RA
AAEL026387			AAEL026387-RB
AAEL011333			AAEL011333-RA
AAEL004648			AAEL004648-RA
AAEL001331	mannose-1-phosphate guanyltransferase [Source:VB Community Annotation]		AAEL001331-RA
AAEL004221	glycogen synthase [Source:VB Community Annotation]		AAEL004221-RA
AAEL013048			AAEL013048-RA
AAEL003277			AAEL003277-RG
AAEL003277			AAEL003277-RE
AAEL003277			AAEL003277-RB
AAEL003277			AAEL003277-RD
AAEL003277			AAEL003277-RC
AAEL003277			AAEL003277-RF
AAEL003277			AAEL003277-RA
AAEL003277			AAEL003277-RH
AAEL021354			AAEL021354-RA
AAEL018144			AAEL018144-RA
AAEL018144			AAEL018144-RB
AAEL013495			AAEL013495-RB
AAEL009122	cytochrome P450 [Source:VB Community Annotation]		AAEL009122-RA
AAEL009385			AAEL009385-RB
AAEL009385			AAEL009385-RC
AAEL013005			AAEL013005-RA
AAEL012169			AAEL012169-RA
AAEL014326	out at first protein [Source:VB Community Annotation]		AAEL014326-RB
AAEL015109	Clip-Domain Serine Protease  family D. [Source:VB Community Annotation]	CLIPD10	AAEL015109-RB
AAEL015109	Clip-Domain Serine Protease  family D. [Source:VB Community Annotation]	CLIPD10	AAEL015109-RC
AAEL015109	Clip-Domain Serine Protease  family D. [Source:VB Community Annotation]	CLIPD10	AAEL015109-RD
AAEL015109	Clip-Domain Serine Protease  family D. [Source:VB Community Annotation]	CLIPD10	AAEL015109-RE
AAEL019620			AAEL019620-RA
AAEL004758	pupal cuticle protein, putative [Source:VB Community Annotation]		AAEL004758-RA
AAEL022404			AAEL022404-RA
AAEL004489	Daxx-like protein [Source:VB Community Annotation]	DLP	AAEL004489-RA
AAEL023881			AAEL023881-RA
AAEL026046			AAEL026046-RA
AAEL026020			AAEL026020-RA
AAEL009035			AAEL009035-RA
AAEL006457	Asparagine synthetase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FDJ0]		AAEL006457-RA
AAEL027377			AAEL027377-RA
AAEL021937			AAEL021937-RA
AAEL018060			AAEL018060-RB
AAEL018060			AAEL018060-RA
AAEL000584	sex-determining region y protein, sry [Source:VB Community Annotation]		AAEL000584-RA
AAEL009433			AAEL009433-RB
AAEL008576	tRNA-splicing endonuclease subunit Sen34 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FJZ8]		AAEL008576-RA
AAEL004784	3-2trans-enoyl-CoA isomerase, putative [Source:VB Community Annotation]		AAEL004784-RA
AAEL004784	3-2trans-enoyl-CoA isomerase, putative [Source:VB Community Annotation]		AAEL004784-RB
AAEL027501	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]		AAEL027501-RA
AAEL025447			AAEL025447-RA
AAEL009898	26S proteasome alpha 1 subunit [Source:VB Community Annotation]	Prosalpha1	AAEL009898-RA
AAEL009458	syntaxin 4 [Source:VB Community Annotation]		AAEL009458-RG
AAEL009458	syntaxin 4 [Source:VB Community Annotation]		AAEL009458-RA
AAEL009458	syntaxin 4 [Source:VB Community Annotation]		AAEL009458-RC
AAEL009458	syntaxin 4 [Source:VB Community Annotation]		AAEL009458-RD
AAEL009458	syntaxin 4 [Source:VB Community Annotation]		AAEL009458-RF
AAEL009458	syntaxin 4 [Source:VB Community Annotation]		AAEL009458-RE
AAEL012832	cytochrome B561 [Source:VB Community Annotation]		AAEL012832-RC
AAEL012832	cytochrome B561 [Source:VB Community Annotation]		AAEL012832-RA
AAEL012832	cytochrome B561 [Source:VB Community Annotation]		AAEL012832-RB
AAEL026272			AAEL026272-RA
AAEL025305			AAEL025305-RA
AAEL025305			AAEL025305-RB
AAEL007989			AAEL007989-RB
AAEL007989			AAEL007989-RC
AAEL022680			AAEL022680-RA
AAEL022398			AAEL022398-RA
AAEL000175	Eukaryotic translation initiation factor 3 subunit C [Source:UniProtKB/Swiss-Prot;Acc:Q17Q06]	eIF3-S8	AAEL000175-RB
AAEL002408			AAEL002408-RB
AAEL015048			AAEL015048-RB
AAEL015048			AAEL015048-RA
AAEL004809			AAEL004809-RA
AAEL020109			AAEL020109-RA
AAEL014908			AAEL014908-RB
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RB
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RC
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RD
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RE
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RF
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RG
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RH
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RI
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RJ
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RK
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RL
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RM
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RN
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RO
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RP
AAEL008662	mixed-lineage leukemia protein [Source:VB Community Annotation]		AAEL008662-RQ
AAEL021810	mRNA cap guanine-N7 methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FUB6]		AAEL021810-RA
AAEL021810	mRNA cap guanine-N7 methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FUB6]		AAEL021810-RB
AAEL021810	mRNA cap guanine-N7 methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FUB6]		AAEL021810-RC
AAEL004673			AAEL004673-RB
AAEL004673			AAEL004673-RC
AAEL004673			AAEL004673-RA
AAEL000486	chaperonin [Source:VB Community Annotation]		AAEL000486-RA
AAEL018273			AAEL018273-RD
AAEL018273			AAEL018273-RE
AAEL018273			AAEL018273-RA
AAEL018273			AAEL018273-RC
AAEL018273			AAEL018273-RB
AAEL021044			AAEL021044-RA
AAEL005092	n-myristoyl transferase [Source:VB Community Annotation]		AAEL005092-RA
AAEL023011			AAEL023011-RA
AAEL024075			AAEL024075-RA
AAEL018265	C-Type lectin (CTL) [Source:UniProtKB/TrEMBL;Acc:A0A1S4G7E6]	CTL9	AAEL018265-RE
AAEL018265	C-Type lectin (CTL) [Source:UniProtKB/TrEMBL;Acc:A0A1S4G7E6]	CTL9	AAEL018265-RB
AAEL018265	C-Type lectin (CTL) [Source:UniProtKB/TrEMBL;Acc:A0A1S4G7E6]	CTL9	AAEL018265-RD
AAEL018265	C-Type lectin (CTL) [Source:UniProtKB/TrEMBL;Acc:A0A1S4G7E6]	CTL9	AAEL018265-RC
AAEL018265	C-Type lectin (CTL) [Source:UniProtKB/TrEMBL;Acc:A0A1S4G7E6]	CTL9	AAEL018265-RA
AAEL022036			AAEL022036-RA
AAEL020056			AAEL020056-RA
AAEL019637			AAEL019637-RA
AAEL000637			AAEL000637-RB
AAEL020512	Putative 8.5 kDa secreted protein [Source:UniProtKB/TrEMBL;Acc:Q58HC2]		AAEL020512-RA
AAEL007792			AAEL007792-RB
AAEL002974			AAEL002974-RB
AAEL027724			AAEL027724-RA
AAEL008514	ubiquitin conjugating enzyme E2, putative [Source:VB Community Annotation]		AAEL008514-RC
AAEL008514	ubiquitin conjugating enzyme E2, putative [Source:VB Community Annotation]		AAEL008514-RE
AAEL008514	ubiquitin conjugating enzyme E2, putative [Source:VB Community Annotation]		AAEL008514-RA
AAEL008514	ubiquitin conjugating enzyme E2, putative [Source:VB Community Annotation]		AAEL008514-RD
AAEL008514	ubiquitin conjugating enzyme E2, putative [Source:VB Community Annotation]		AAEL008514-RB
AAEL014656			AAEL014656-RB
AAEL008743	tetratricopeptide repeat protein, putative [Source:VB Community Annotation]		AAEL008743-RA
AAEL020205			AAEL020205-RA
AAEL023960			AAEL023960-RA
AAEL021681			AAEL021681-RA
AAEL022379			AAEL022379-RA
AAEL019750			AAEL019750-RA
AAEL011580			AAEL011580-RA
AAEL022239			AAEL022239-RA
AAEL023590	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]		AAEL023590-RA
AAEL021049	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]		AAEL021049-RA
AAEL022385	pickpocket 201 [Source:VB Community Annotation]	ppk201	AAEL022385-RA
AAEL008653	engulfment and cell motility protein [Source:VB Community Annotation]		AAEL008653-RA
AAEL014595			AAEL014595-RB
AAEL027493			AAEL027493-RA
AAEL025262			AAEL025262-RA
AAEL024411			AAEL024411-RA
AAEL024411			AAEL024411-RB
AAEL021418			AAEL021418-RA
AAEL000529	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	RpS21	AAEL000529-RB
AAEL026452			AAEL026452-RA
AAEL011453	C-Type Lectin (CTL14) [Source:VB Community Annotation]	CTL14	AAEL011453-RA
AAEL023898			AAEL023898-RA
AAEL023898			AAEL023898-RB
AAEL023898			AAEL023898-RC
AAEL023898			AAEL023898-RD
AAEL002811			AAEL002811-RA
AAEL008671	Mitochondrial fission 1 protein [Source:UniProtKB/TrEMBL;Acc:Q16Y49]		AAEL008671-RA
AAEL006389	cathepsin l [Source:VB Community Annotation]		AAEL006389-RB
AAEL006389	cathepsin l [Source:VB Community Annotation]		AAEL006389-RC
AAEL023441			AAEL023441-RA
AAEL023441			AAEL023441-RB
AAEL023441			AAEL023441-RC
AAEL023441			AAEL023441-RD
AAEL005770	odorant binding protein OBP21 [Source:VB Community Annotation]	OPB21	AAEL005770-RA
AAEL027795			AAEL027795-RA
AAEL027795			AAEL027795-RB
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RD
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RG
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RF
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RL
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RB
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RC
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RA
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RM
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RJ
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RH
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RK
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RE
AAEL006982	lipase [Source:VB Community Annotation]		AAEL006982-RI
AAEL007483			AAEL007483-RB
AAEL012947			AAEL012947-RA
AAEL022406			AAEL022406-RA
AAEL004859	ATP-dependent RNA helicase [Source:VB Community Annotation]		AAEL004859-RB
AAEL021525			AAEL021525-RA
AAEL025818			AAEL025818-RA
AAEL025818			AAEL025818-RB
AAEL025818			AAEL025818-RC
AAEL025818			AAEL025818-RD
AAEL025818			AAEL025818-RE
AAEL025818			AAEL025818-RF
AAEL005169	carnitine o-acyltransferase [Source:VB Community Annotation]		AAEL005169-RA
AAEL021524			AAEL021524-RA
AAEL004564			AAEL004564-RA
AAEL020503			AAEL020503-RA
AAEL024346			AAEL024346-RA
AAEL024346			AAEL024346-RB
AAEL024346			AAEL024346-RC
AAEL024346			AAEL024346-RD
AAEL024346			AAEL024346-RE
AAEL024346			AAEL024346-RF
AAEL024346			AAEL024346-RG
AAEL024346			AAEL024346-RH
AAEL024346			AAEL024346-RI
AAEL027019			AAEL027019-RA
AAEL007234			AAEL007234-RB
AAEL013974			AAEL013974-RA
AAEL001807	cytochrome P450 [Source:VB Community Annotation]	CYP9M9	AAEL001807-RB
AAEL002112			AAEL002112-RB
AAEL002112			AAEL002112-RA
AAEL018234			AAEL018234-RB
AAEL018234			AAEL018234-RC
AAEL018234			AAEL018234-RD
AAEL010682	armc4 [Source:VB Community Annotation]		AAEL010682-RA
AAEL006293			AAEL006293-RA
AAEL006293			AAEL006293-RB
AAEL006293			AAEL006293-RD
AAEL006293			AAEL006293-RC
AAEL019946	pickpocket 202 [Source:VB Community Annotation]	ppk202	AAEL019946-RA
AAEL019946	pickpocket 202 [Source:VB Community Annotation]	ppk202	AAEL019946-RB
AAEL023786			AAEL023786-RA
AAEL023786			AAEL023786-RB
AAEL023786			AAEL023786-RC
AAEL021888			AAEL021888-RA
AAEL010812	Zinc finger protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FRH0]		AAEL010812-RB
AAEL010812	Zinc finger protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FRH0]		AAEL010812-RA
AAEL024248			AAEL024248-RA
AAEL027692			AAEL027692-RA
AAEL010354	homeobox protein nk-2 [Source:VB Community Annotation]		AAEL010354-RB
AAEL001756	anaphase-promoting complex subunit [Source:VB Community Annotation]		AAEL001756-RA
AAEL013971			AAEL013971-RA
AAEL005313			AAEL005313-RA
AAEL021032			AAEL021032-RA
AAEL021032			AAEL021032-RB
AAEL025443			AAEL025443-RA
AAEL005451	60S ribosomal protein L38 [Source:UniProtKB/Swiss-Prot;Acc:Q1HRT4]	RpL38	AAEL005451-RA
AAEL014851	mediator complex subunit rgr-1 [Source:VB Community Annotation]		AAEL014851-RB
AAEL014851	mediator complex subunit rgr-1 [Source:VB Community Annotation]		AAEL014851-RC
AAEL026576			AAEL026576-RA
AAEL022287			AAEL022287-RA
AAEL021261			AAEL021261-RA
AAEL021261			AAEL021261-RB
AAEL026198			AAEL026198-RA
AAEL022899			AAEL022899-RA
AAEL012613			AAEL012613-RB
AAEL012613			AAEL012613-RC
AAEL012613			AAEL012613-RD
AAEL012613			AAEL012613-RE
AAEL012613			AAEL012613-RF
AAEL022573			AAEL022573-RA
AAEL010884	ADP,ATP carrier protein [Source:VB Community Annotation]		AAEL010884-RB
AAEL027619			AAEL027619-RA
AAEL027619			AAEL027619-RB
AAEL022935			AAEL022935-RA
AAEL015644			AAEL015644-RB
AAEL026978			AAEL026978-RA
AAEL027736			AAEL027736-RA
AAEL005787	serine protease, putative [Source:VB Community Annotation]		AAEL005787-RA
AAEL024638			AAEL024638-RA
AAEL003188	sphingosine phosphate lyase [Source:VB Community Annotation]		AAEL003188-RD
AAEL003188	sphingosine phosphate lyase [Source:VB Community Annotation]		AAEL003188-RA
AAEL003188	sphingosine phosphate lyase [Source:VB Community Annotation]		AAEL003188-RC
AAEL003188	sphingosine phosphate lyase [Source:VB Community Annotation]		AAEL003188-RB
AAEL009017	glutathione transferase [Source:VB Community Annotation]	GSTT1	AAEL009017-RA
AAEL013828	translation initiation factor eif-2b [Source:VB Community Annotation]		AAEL013828-RC
AAEL013828	translation initiation factor eif-2b [Source:VB Community Annotation]		AAEL013828-RD
AAEL013828	translation initiation factor eif-2b [Source:VB Community Annotation]		AAEL013828-RA
AAEL013828	translation initiation factor eif-2b [Source:VB Community Annotation]		AAEL013828-RB
AAEL022670	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]		AAEL022670-RA
AAEL020052			AAEL020052-RA
AAEL025949			AAEL025949-RA
AAEL022218			AAEL022218-RA
AAEL005025	U1 small nuclear ribonucleoprotein, putative [Source:VB Community Annotation]		AAEL005025-RA
AAEL015503			AAEL015503-RA
